Text,Label
灌汤 小笼包 怎样 做,23
查询 广州 到 北京 的 火车,18
我 想 答复 这个 邮件,20
北京 财经 台,22
胃溃疡,2
央视 少儿 频道 的 节目 的,21
请 翻译 苹果,4
帮 我 查 一下 到 狼牙山 怎么 走,15
帮 我 查下 上海 到 合肥 的 火车,18
7 月 13 号 广州 恒大 俱乐部 的 比赛 有 哪些,16
江苏 教育 台,22
红烧鱼 块,23
土豆 的 做法,23
如何 治疗 龟头炎,2
枣庄 到 淄博 的 火车票,18
请 告诉 我 清蒸 桂鱼 怎么 做,23
CCTV 农业,22
乌鸦 二 电视 没,10
我 看 呀 中央 五台,22
板栗 怎么 煮,23
把 人名 的 号码 发给 副 卡,0
土豆饼 怎么 做 啊,23
土豆粉 怎么 做 好吃,23
诗词 满江红,17
做 花生 拌 豆腐 需要 什么 材料 啊,23
体彩,9
酸菜鱼 怎么 做 啊,23
播放 2005 年 励志 动漫,10
查 一下 上海 到 苏州 的 火车票,18
2013 年 亚洲 冠军联赛 和 广州 恒大 比赛 时间,16
给 人名 发短信 说 我 不 回来 吃饭 了,14
章源 钨业,1
我 想 打开 新邮件,20
打开 河南 英 东 网站,12
夫妻 肺片 怎么 做,23
现在 有 什么 好看 的 电视剧,21
魔幻 手机,10
帮 我 链接 到 新浪网,12
松江 钢材 城 在 哪里,15
人造 鸡蛋 的 配方,23
我 想 上 网易,12
肩周炎 怎么 治,2
125 的 立方根,13
回放 昨晚 的 焦点访谈,21
狄仁杰 之 通天 帝国 视频,10
福尔 摩 探案 急 翻译成 英文,4
搜索 西米露 的 做法,23
给 人名 打电话,5
什么 时候 和 人名 去 步行街,11
你 给 人名 打电话,5
我 看看 现在 的 最新 新闻 是 什么,8
中国 新闻网 网站,12
你好 我 想 看 电影,10
打开 新闻,10
查寻 天龙 集团 的 股票,1
你 会 猜谜语 吗,6
黄疸,2
怎么 炒 南瓜,23
猜 个 谜语 哦,6
喜羊羊 与 灰 太,10
帮 我 发邮件 给 婷婷,20
人福 医药 股票,1
葱烧 海参 怎么 做,23
高清 中央 8,22
日期 植树节,19
我 想 看 喜羊羊,10
背 一 首 李白 的 诗来 听听,17
王志 排骨 怎么 做,23
影视频道 有 什么 节目,21
导航 到 佛山 大良 汽车站,15
来 一个 选秀 节目,10
腾讯 股票 昨日 收盘价,1
看 金枝欲孽,10
打开 聚 划算 网站,12
凉菜 是 怎么 做 的,23
帮 我 写 一 条 新邮件,20
搜索 视频 第二 梦,10
打 给 宋 成钢,5
薛平贵 与 王宝钏,10
卤 猪蹄 怎么 做,23
红烧 排骨 怎么 做,23
中央 八,22
头晕 该 怎么办,2
来 is 来 一 首 采莲,17
各 来 一 首 李白 的 诗词,17
能 不能 看 当前 的 中超联赛,21
黄瓜 怎么 做,23
读书 频道 上 个 星期五 有 播放 新闻联播 吗,21
发现 之 美,10
幻剑 书盟 网,12
打电话 给 人名,5
2013 年 中国男足 主要 赛程,16
查 一下 苏州 到 洛阳 的 火车票,18
查查 科大讯飞 在 哪儿,15
a 排骨 怎么 做 好吃,23
发短信 给 幺 八六 六七 九零 三五 八零,14
嗯 你 来 一 首 李白 的 诗词 的,17
另 一个 8 : 10 的 闹钟,11
调 到 新疆 综艺,22
明早 8 : 10 叫醒 我,11
我 背 一下 春晓,17
开 网页,12
肾积水 怎么 治,2
西红柿 用 英语 怎么 说,4
看 网易 财经,12
用 菜籽油 做 面包,23
打 一个 谜语 男人 的 腿 残,6
来 一 首 李清照 的 词,17
陈真 的 视频,10
把 人名 的 号码 发给 人名,0
查询 宜春 到 南昌 的 火车 列车 时刻表,18
番 红烧肉 的 做法,23
夜访 吸血鬼,10
今晚 什么 节目 呀,21
不是 我 是 说 我 给 你 猜 个 谜语 吧,6
中国 制 用 英文 怎么 说,4
发烧 好 吗,2
福寿 鱼 做法,23
列车 深圳 到 广州,18
明天 去 滁州 的 火车,18
最近 1 周 北京电视台 4 有 转播 X 女特工 呢,21
一 分钟 后 叫 我 起床,11
把 人名 的 电话 发给 王 华成,0
水果 沙拉 怎么 做,23
湖北 卫视 今天下午 六 点 以后 开始 播 男生女生 向前 冲,21
鱼 的 做法,23
CCTV 9 明晚 有 转播 仁心 解码 2 呢,21
我 说 吃 飞 蟹 怎么 做,23
有 什么 特色美食,23
新浪 汽车,12
浙江 台,22
面包 的 配方,23
帮 我 购买 2 注 25 选 5 的 彩票,9
查 一下 杭州 到 鹰潭 的 火车票,18
帮 我 调频 92.8 桐庐 人民 广播电台 行不行,3
设置 提醒,11
游戏 竞技 频道,22
15 加上 2 的 平方,13
阴精 英语 怎么 说,4
我 要 猜 一个 字谜,6
找找 非诚 勿 扰 什么 时候 结束,21
那么 最近 有 什么 好 电影 呢,10
搜 一下 CCTV 7 4 月 15 号 播出 新 编辑部 的 故事 呢,21
给 人名 发 信息,14
今天 惠州 新闻,8
我 想 听 足球 类 新闻,8
我 要 看 古典 仙侠 小说,7
查看 之 丽丽 的 号码,0
发短信 给 上海浦东发展银行 95528,14
杰瑞 股份 股价,1
居然 股份 股票 怎么样,1
请 帮 我 调频 89.6 武汉 交通 广播电台,3
炖肉,23
98.4 香港电台 第 四 台,3
今天 上证指数 是 几 点,1
请问 红烧肉 的 做法 你 你,23
现在 电视台 在 放 什么 节目,21
帮 我 查 一下 赣州 到 南昌 的 火车票,18
3 的 平方 除以 2 的 立方 的 商 减去 4 的 平方根 的 立方,13
上海东方 卫视 现在 在 播放 什么,21
去 南昌 的 火车,18
你 说 谜语 给 我 猜,6
背 首 宋词,17
大 耳朵 图图 获,10
看 千金 归来 第 五 集,10
今天 有 什么 新闻 呢,8
我 要 买 彩票,9
面包 怎么 做,23
要 看 特种兵,10
我 的 爱 金枝玉叶,10
帮 我 查 一下 临海 到 上海 的 火车,18
汽车 英语 怎么 讲,4
翻译 慷慨激昂,4
秋葵 怎么 做,23
搜索 中国移动 股票,1
调频 fm 九十七 点 一,3
香蕉 用 英语 怎么 讲,4
从 武汉 到 呼和浩特,15
通宝 能源 股票,1
青岛 海信 股票,1
可不 中央 五 套 明天 的 节目单,21
高清 中央电视台 电影频道,22
火腿肠 怎么 炒 好吃,23
来首 宋词,17
播放 最近 新闻,8
查询 合肥市 植物园 的 位置,15
做 蛋挞 怎么 做,23
雄关 漫道 真如铁 下 一 句 是 什么,17
爱情片,10
看 空霸,10
帮 我 上下 新浪网,12
在线 观看 中央 七 套,22
怎么 做 水煮鱼 店,23
提醒 我 8 : 10 起床,11
要 怎么 煮饭,23
打电话 给 人名,5
广西 电视台 现在 播放 什么 节目,21
我 要 写 条 新邮件,20
双色球 的 开奖号码 是 多少,9
孜然 排骨 怎么 做,23
教 我 怎么 做 红烧肉,23
搜索 兰陵王,17
潍坊 到 济南 的 火车票,18
日 韩 好看 的 电视剧,10
告诉 我 今天 的 新闻 内容,8
年代 秀 什么 时候 播,21
我 想 知道 皮蛋 瘦肉粥 是 怎么 做 的,23
看 当前 直播 的 比赛,21
湖北 电视台 高清,22
给 青 发短信,14
最近 有 什么 好看 得,10
截止 目前 银鸽投资 股份 的 市值 是 多少,1
播放 青岛 中能 的 赛程,16
呼叫 电话号码,5
椒盐 排骨 怎么 做 你,23
蛋炒饭 怎么 煮,23
0 乘 7,13
东方 高清 台 的 节目单,21
提醒 我 明天 约 了 老同学 的 小聚 一下,11
有 什么 重大新闻,8
今天 电影频道 演 什么,21
做 糖醋排骨,23
张艺谋 的 甄嬛传,10
我 要 看 唯美 童话 小说,7
青春 四十,10
5 的 平方 与 3 的 3 次方 的 和 是 多少,13
给 我 定 一个 8 : 10 的 闹钟,11
呼叫 王希,5
我 想 看 搞定 岳父 大人 电影,10
早点 死 英文 怎么 翻译,4
做 鱼 怎么 做,23
帮 我 打开 步步 惊心,10
看 电影 啊,10
快乐 大本营 什么 时间 播,21
拨号 曹 兴发,5
陈娴 TCL 股票 是 涨 还是 跌 了,1
给 我 查 一下 乳腺 增生 怎么 治疗,2
早晨 8 : 10 叫 我,11
怎么样 煮 方便面,23
给 我 来 一 首 山歌 吗,17
油 焖 大虾 怎么 做,23
可乐 鸡翅 是 怎么 做 的,23
怎样 做 糖醋排骨 时 去 吃饭 洗澡 了,23
风车 第 十五 集,10
今天 的 新闻 有 什么,8
不 蒸 了 牛肉丸,23
来 个 字谜 我 猜 一下,6
最近 有 什么 影片,10
现在 有没有 什么 大片,21
挑逗 你 真 好玩儿 英语 怎么 说,4
看 今天 的 新闻,8
我 饿 用 英文 怎么 说,4
本期 体彩 的 中奖号码 是 多少,9
发短信 给 啊 妈 说 车票 买到 了,14
如何 做 芝麻糊,23
到 环 都 大酒店 怎么 走,15
请 帮 我 调频 100.8 梧州 人民 广播电台,3
来 一 首 白居易 的 长恨歌,17
环球 旅游 明天 有 演 我 爱 饭 米粒,21
45 的 三次方,13
央视 综合 高清,22
颈椎病 用 什么 药物 治疗,2
打电话 给 六六 三,5
青春期 撞 上 更年期 二,10
给 周玉 发短信,14
怎么 煮面 才 好吃 呢,23
包皮 过长 怎么办 哦,2
广东省 英德 在 哪里,15
打开 4399 小游戏,12
凉拌 海蜇 怎么 做 好吃,23
怎么 去 泉城 广场,15
帮 我 看 下 最近 有 什么 好看 的 电影,10
请 帮 我 播放 樱桃,10
翻译 今天 出去玩,4
赶集网,12
打电话 给 张志国,5
怎么 做 冰激凌,23
讯 飞语 点 我 现在 在 哪里,15
妖精 的 尾巴,10
查 一 首 古诗 武林 春,17
搜索 一下 白居易 的 诗,17
造化 钟 神秀 的 下 一 句 是 什么,17
动画片 巴 啦 啦 小 魔仙,10
把 鱼苗 的 电话号码 发给 徐景明,0
今晚 安徽 卫视 有 什么 节目,21
最近 有 什么 好看 电影 了,10
猪大肠 怎么 炒,23
深圳 到 开封 的 火车,18
中国 石化 的 股价 怎么样,1
我 是 个 女 的 你 知道 怎样 治脱发 吗,2
查 一下 合肥 到 淮南 明天 的 火车,18
到 薛城区 怎么 走,15
去 科大讯飞 怎么 走,15
啥 婆 豆腐 的 制作方法,23
广州 恒大 比赛 比分,16
明天 南京 到 徐州 的 火车,18
你 今天 去 了 哪里 用 英文 怎么 讲,4
4 乘 6 乘 7 再 除以 二,13
鱼香肉丝 怎么 做 得,23
从 长沙 到 北京 的 列车,18
查看 婷婷 的 号码,0
鸡爪 怎么 炒,23
提供 一 张 大乐透,9
世界 地理 的 节目单,21
心绝 网 上 人间,12
查找 校园 小说 沙漏 第 二 部,7
白灼 菜心 怎么 做,23
我 要 看 图文 小说,7
宁乡 到 长沙 怎么 走,15
清空 提醒,11
我 去 飞机场 英语 怎么 说,4
翻译 一下 明天 我 跳河自杀,4
激动,12
啊 脑筋 急转弯 啊,6
排骨 怎么弄 才 好吃,23
请 帮 我 调频 97.5 湖南 人民 广播电台 文艺 台,3
哪 天 清明节,19
大乐透 的 开奖 情况,9
我 要 答复 邮件,20
肾虚 怎么 治疗,2
川崎 玫瑰 的 制作方法,23
小白菜 拌 豆腐 怎么 做 呀,23
青年 奥林匹克运动会,10
做 南瓜 饭,23
调频 fm 九十七 点 七,3
开封 到 信阳 的 火车,18
南京 到 厦门 的 火车票,18
猪肚 鸡 怎么 做 啊,23
梅毒 怎么 治疗,2
猪肉 灌汤包 怎么 做,23
朗诵 一 首 李白 的 诗词,17
湖南卫视 明天 播 什么 节目,21
木瓜 汤 怎么 做,23
打电话 给 陈雷,5
三 女 休 夫,10
给 我 点 新闻,8
西藏 卫视,22
截瘫 吧,2
背 一 首 声声慢,17
查询 大力 传媒 的 股票,1
黄豆 猪蹄 汤,23
馄饨 怎么 做,23
花 开 半夏,10
帮 我 转发 邮件,20
播放 特种兵 之 利刃 出鞘,10
南瓜饼 的 做法,23
书画 频道 上 周六 有 开始 非诚 勿扰 么,21
烧鸭 怎么 做,23
音乐 视频,10
导航 到 建 八路,15
现在 打开 你 的 官网,12
每天 8 : 10 起床,11
人名 的 电话 是 多少,0
查找 张伟军,0
登录 不行 做 烧鸡 公学 我 爱 你,23
你 湖南卫视 正在 播出 什么 你,21
厦门 到 福建 建阳 的 火车 是 几 点 呢,18
牛肉 的 做法,23
鱼香肉丝 怎么 炒,23
搜 搜 一 首 毛泽东 的 诗,17
周黑 鸭 怎么 做,23
半夜 不要 照镜子,10
搜索 岳飞 的 诗 满江红,17
合肥 到 芜湖 的 火车票,18
赶紧 推荐 一 部 小说,7
k 新闻 想 听 新闻,8
搜索 15 选 5 的 号码 信息,9
甘肃 台,22
我 给 你 说 个 我 给 你 说 个 谜语 你 猜得出 来 吗,6
银耳 莲子 羹,23
晚上 8 : 10 的 闹钟,11
帮 我 调到 安徽 卫视,22
朗诵 诗词,17
今天 有 什么 军事 新闻,8
给 姐姐 发短信 我 今天 晚上 晚点 回去 你 就 别 等 我 吃饭,14
把 我 打开 淘宝 的 网页,12
家常 凉菜 怎么 做,23
查询 临沂 到 济南 的 火车票,18
推理 动漫,10
牛骨 汤,23
广西 新闻网,12
焦点访谈 什么 时候 播,21
松茸 鸡汤 的 做法,23
醉 虾 的 做法,23
新建 联系人 天天,0
把 人名 的 号码 发给 人名,0
如何 治疗 颈椎病,2
脑瘫,2
那 就 来 一 首 李白 的 诗词,17
上饶 到 南昌 的 火车票,18
给 人名 发 个 短信 说 我 要 回家,14
到 公园 怎么 走,15
搜索 电视剧 爱情 悠悠 药草 香 在 哪个 频道 首播,21
看 江山,10
上海申花 的 赛程,16
帮 我 查 一下 宁波 到 郑州 的 火车,18
给 人名 发短信,14
慕斯 的 做法,23
我 要 去 姜堰,15
今晚 看 什么 电影,21
你 吃 过 早饭 了 吗 用 英文 怎么 讲,4
中国 最强音,10
咖喱 牛腩 怎么 做,23
捍卫者,10
看 中央 七 频道 讲武堂 节目,21
哪个 台 在 放 非诚 勿扰,21
我 想 听 新闻,8
报 点 新闻 给 我 听,8
来 点 张艺谋 出演 的 节目,10
紫菜 蛋花汤,23
预约 还珠格格 第 八 集,10
世界 军事 中央台 世界 军事,21
打开 江苏 卫视,22
从 连云港 到 北京 该 怎么 走,15
打电话 给 大哥,5
怎么 治疗 口腔溃疡 呃 呃 呃,2
从 合肥 去 西安 的 火车,18
给 我 定 个 8 : 10 的 闹钟,11
讯 飞 科技 股票价格,1
呦 呦 鹿鸣 的 下 一 句,17
我 不 知道 的 英文 怎么 说,4
给 我 念 首 春晓,17
做 面包 的 配方,23
北京国安 的 赛程,16
斯皮尔伯格 导演 的 电影,10
看 新扎 师妹,10
梅菜扣肉 的 做法 告诉 我 一下 啊,23
红烧 猪脚,23
根号 76,13
有没有 张艺谋 导演 的 热门 电影,10
等 请 播报 新闻,8
给 人名 发短信,14
给 我 念 首 古诗,17
有 你 才 幸福,10
给 我 来首 绝句,17
介绍 一下 尖锐湿疣,2
进 你 的 官网,12
发 信息 给 人名,14
胜女 的 代价 电视剧,10
红烧肉 的 做法 a,23
胖 鱼头 怎么 烧,23
90 年代 林心如 演 的 电视剧,10
我 今天 帮 爷爷 洗衣服 的 英文 怎么 说,4
我 记住 了 用 英文 怎么 讲,4
鱼香肉丝 哦,23
肉末 茄子 怎么 做,23
宿州 到 北京 的 火车 有 哪些,18
明天 晚上 湖南卫视 演 什么 电视剧,21
发条 短信 给 人名,14
新奥尔良 烤 翅 的 做法,23
艳照 门 事件,8
请 查询 丰城 到 南昌 的 火车 列车 列车 时刻表,18
嘉兴 粽子,23
安徽 电视台 12 月 18 号 晚上 10 : 10 的 电视剧,21
小鸡 炖 蘑菇 怎么 做,23
跳 换 到 湖南卫视,22
咳嗽 怎么 治,2
昆山 大润发 在 哪里,15
哪些 台 在 放电影,21
动物 谜语,6
最美 的 时光,10
看 东方,10
上 美空 网,12
我 的 幸福,10
还有 多少 天 过年,19
科大讯飞 昨日 成交价,1
我 要 查看 邮件,20
六零 零零 三 六 昨天 的 涨跌幅 情况,1
把 李 会计 的 电话 发给 小江,0
发短信 给 幺 五八 三 七五 幺 幺 幺 四 幺,14
看看 今天 有 什么 好看 的 节目,21
给 我 搜 搜 什么 电视台 什么 时间 有 转播 神探 高伦布,21
来首 甘露寺,17
查询 一下 讯 飞 科大 今天 的 股票,1
我 要 看 湖南台,22
搜 一 搜 三毛 的 小说,7
中华 军事网,12
字谜 你,6
虾仁 饭,23
找 深圳 卫视,22
看 动画 铁甲 威虫,10
蒋捷 的 宋词,17
我 背 一 首 生查子,17
来 一个 字谜 二,6
落花 不是 无情 物 的 下 一 句 是 什么,17
唐代 诗人 李白,17
金鹰 卡通 今天 晚上 放 什么 节目,21
江山 有 奇峰 下 一 句,17
去 湘江,15
请 打电话 给 人名,5
查查 科大讯飞 在 哪里,15
打电话 给 hello   word,5
我 想 全部 回应,20
我 要 听 新闻,8
打电话 给 三路 店,5
甲亢,2
去 汽车 南站 怎么 走,15
最近 最热 的 电视剧,10
去 华强北 的 路 怎么 走,15
给 王涛 打电话,5
素鸡,23
杨幂 演 的 恐怖片,10
打开 百度 啊,12
打电话 给 人名,5
类风湿 怎么 治,2
臭豆腐 汤 怎么 烧,23
讯 飞语 点 请 你 搜索 一下 番茄 炒蛋 怎么 做,23
现在 中央 一 台 在播 什么 节目,21
鸭蛋 怎么 腌,23
现在 看看 有 最新 的 新闻 吗,8
调频 103.2,3
去 红 心中 路 怎么 走,15
早上好 英语 怎么 讲,4
现在 湖南卫视 放 什么 电视,21
BTV KAKU 少儿,22
给 我 查 一下 什么 时间 有 播放 天天向上,21
打开 百度 哇,12
帮 我 查 一下 合肥市 三孝口 在 哪里,15
来 一 首 七言绝句,17
最近 江苏 卫视 有 什么 好 节目 吗,21
中国 新声 代,10
从 合肥 到 北京 的 列车,18
我 所在 地理位置,15
查看 大乐透 玩法 的 开奖,9
我 要 购买 体彩,9
一 加 一 用 英语 怎么 说,4
上海 宝钢 股票,1
给 我 背 一 首 诗,17
请 给 我 讲 一下 今天 的 新闻 吧,8
昨晚 哪个 频道 有 张艺谋 出演 的 电视剧,21
那 你 背 首 唐诗 给 我 听,17
中央电视台 电影频道,22
播放 神话,10
能 山药 怎么 做,23
前列腺炎 该 怎么 治,2
广州 去 昆明 的 火车,18
嫁鸡随鸡 下面 一 句 是 什么,17
鲤鱼 怎么 做,23
思 春夜 喜雨 下 一 句 是,17
听 江苏 交通 广播网,22
小猪 哨 糖醋排骨 的 做法,23
宁波 机场 在 哪里,15
晚安 的 英语,4
打开 浦口 生活 资讯 频道,22
我 说 铁锅 炖 羊肉 怎么 做,23
我 想 听 重庆 新闻,8
煮面 怎么 做,23
帮 我 写 一 封 邮件,20
打开 苹果 香港 官方网站,12
高清 电影 昨天晚上 的 节目,21
发邮件 给 晶晶,20
人之初 性本善 下 一 句 是 什么,17
憨豆 特工,10
过敏性 鼻炎 怎么 治疗,2
湖北 电视台,22
读 首 唐诗,17
红烧 牛肉面 我 想来 一 碗,23
ok 好 来首 李白 的 诗词,17
书包 用 英语 怎么 说,4
打开 宽带 商务 网站,12
拨打 幺 零零 八六 一一,5
进 银河网,12
四喜 丸子 怎么 做,23
广州 到 孝感 的 火车,18
人名 的 电话 是 多少,0
何以 解忧 的 下 一 句 是 什么,17
搞笑 谜语,6
明天 到 郑州 的 火车,18
我 来自 美国 是 一个 地地道道 的 美国 人 用 英语 怎么 说,4
查 一下 零零 零八 六八 的 股票行情,1
帮 我 写 个 邮件,20
请问 一下 军事 新闻,8
背诵 一 首 唐诗,17
背 一下 春晓 孟浩然,17
肥肠 的 做法,23
冯沙 排骨 怎么 做,23
然后 等 你 杀猪 菜 怎么 做,23
郭敬明 的 爱情小说 《 悲伤 逆流 成河 》,7
查 一下 到 洛阳 的 高铁,18
李清照 的 诗,17
满园 花菊 郁金 黄 的 下 一 句 是 什么,17
美国 最近 有 什么 新闻,8
打 一个 灯谜 啊 你,6
智慧 树,10
帮 我 翻译 一下 我 饿 了,4
韩国 电视 连续剧 老大,10
CCTV - 10 的 百家讲坛,21
怎么 做 炸鸡腿,23
湿疹 怎么 处理,2
整人专家 的 电影,10
搜索 正者 无敌,10
葱爆 羊肉 的 做法,23
你 知道 中国科技大学 在 哪里 吗,15
英雄本色 电影,10
中 水 渔业 的 股票,1
打电话 到 飞云,5
呼叫 徐媛,5
明早 8 : 10 闹钟,11
新建 联系人 张雨 号码 是 五 六七,0
炸 馒头 片,23
测试 信号 2,22
星期四 去 上海 的 火车,18
到 郑州火车站,15
一个 鬼子 都 不留,10
高清 央视 综艺,22
刘诗 诗 主演 过 的 电影,10
把 徐程 的 电话 发给 吴芳,0
中国 太保 股票,1
朗读 岳飞 的 满江红,17
炒鸡蛋 需要 哪些 材料,23
给 查乐 发短信,14
肩周炎 要 怎么 治疗,2
鹰潭 到 景德镇,15
把 王 建春 的 电话号码 发给 张 学政,14
距离 春节 还有 多久,19
恩 红烧 土豆 怎么 做 我 想学,23
浙江 电视台,22
猪肉 丸子 汤 怎么 做 啊,23
美菱电器 的 昨日 收盘价 是 多少,1
我 想 今天 新闻 最近 有 什么 新 的 新闻,8
拨打 幺 三九 幺 三八 九九 三 九九,5
辣 兰州 拉面 的 配方,23
姐 你 红烧肉 怎么 做 呀,23
土豆丝 是 怎么 炒,23
看 电视剧 锁梦楼,10
你 叫 什么 名字 英文 怎么 说,4
播放 最近 的 新闻,8
如何 做 西红柿 炒蛋,23
安徽 卫视 今天 晚上 放 什么,21
我 要 听 中超 第 二十八 轮 的 结果,16
打开 人名 的 网站,12
搜索 娱乐 新闻,8
扁豆 豆角 怎么 烧,23
查 雷神 电影,10
北京 台有 什么 好 电视,21
茄子 鸡蛋 怎么 做,23
打开 安徽 交通 台,3
收看 安徽 卫视 节目,21
今天 的 天气 真是 好 用 英语 怎么 说,4
回锅肉,23
看 一下 今天 晚上 广西 台 有没有 警戒线,21
播 七龙珠,10
植树节 是 什么 时候,19
朗读 咏雪,17
念首 唐诗 吧,17
开心 大冒险,10
我 喜欢 亚楠 用 英语 怎么 说,4
明天 8 : 10 叫 我 啊,11
姨 最近 有 什么 新闻,8
把 人名 的 号码 发给 人名,0
高清 动作 电影,10
打电话 给 人名,5
请 播放 一下 举起手来,10
李白 的 静夜 思 怎么 读,17
红烧肉 的 做法 啊,23
湖北 荆州 到 黄石 的 火车,18
有 上海 到 昆山 的 火车 吗,18
星期天 早晨 我们 一起 去 打篮球 英语 怎么 说,4
给 人名 打电话,5
哪个 频道 有 刘德华 出演 的 电视剧,21
我 要 回复 这个 邮件,20
床 英文 怎么 说,4
做 红烧鱼 的 步骤,23
从 这里 到 市中心 怎么 走,15
AXN,22
