Text,Label
please notify me of my credit rating,54
what number of pto days do i have left,39
"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",118
i want to know the time,94
"which do you prefer, cats or dogs",82
any travel advisories for portugal,11
i let my bank know that i'm traveling to greece from march to april,117
am i due for an oil change yet,36
can you tell bill and craig where i am,69
what's the deal with my bank account being locked,27
im going to call you xander,103
what should you be called,71
how long to grill thick steaks,105
could you send a text to marty and say i am running behind,107
how many pesos equals 500 dollars,87
hello siri,1
text nick and tell him the car's ready,107
i need to know how to change my car's oil,33
do i have any meetings with dave today,63
call someone,91
does wendy's have good reviews,86
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,84
how do i change my credit limit,10
my credit card got torn and i need a new one,18
send my brother mike a text that says i'm home,107
can you give me instructions on how to change the oil for my car,33
are car rentals available out of new york from march 2 to march 3,21
i am in need of a switch to my insurance plan,62
can you tell me my spending limit,115
turn volume up to 4,66
what name should i use when talking with you,71
how long is the wait at assagios today,77
how is my ai doing,1
"i'd like to report my card as stolen, please",95
would you please tell me my current gps coordinates,14
i must rollover my 401k,109
does olive garden have good reviews,86
can you add this song to my driving playlist,55
can you tell where my package is,13
can you put a block on my chase account right away,116
warm up my car for me,72
how do i jump start a battery,102
turn on the fan,72
i want to know how to go about getting a new credit card,60
create a reminder to change my oil,70
i would like to try and confirm that i have a reservation at kelly's for moreno,83
adjust the volume to level 4,66
how long will it take to cook a lasagna,105
"what do they call you, ai",71
let me know the exchange rate between dollars and rubles,87
x will be your name,103
i would like to change my insurance policy,62
what's the last transaction i made yesterday,100
that is overwhelmingly false,41
how we stop my account,116
please say the apr for my credit card,34
turn volume to 4,66
tell me when ninety minutes have passed,2
give me a joke about water,88
when is the next holiday in this country,59
"what is the time in sydney, australia",94
what is the next distance,59
am i ready for an oil change soon,36
how much traffic do they get around dinner time,77
i need to submit a request for pto for june 12th to june 14th,45
do i have anything on my todo list about shoveling snow,53
i wanna know five dollars in yen and rubles,87
what's the now playing song that we are listening to,108
add this song to my post-rock playlist,55
do you know my credit limit for the visa card,115
what's the apr of my discover card,34
how do i let my bank know i'm going to vietnam,117
how would i replace my oil and what sort of oil should i use,33
call the card company and ask them to replace my card,18
i would like to thank you,78
is there a certain type of gas i need to use,38
thank you!,78
are you okay,1
check on my to-do list items,53
"on my to do list, add exercising",17
"hello, how are you doing",1
when was my car in the shop last,99
what day do i get paid,75
do you know my phone's location,4
i need instructions to walk me through jump starting my car,102
my bank of america visa platinum was swiped from my belongings,95
flip a coin for me and i call heads,35
add up the calories in tacos,8
could you track an order for me,13
what would you suggest for dinner,90
could you make me a reminder to do the floors,70
show me my location,14
does my calendar include an event called shana's baby shower,24
i want help to transfer my 401k,109
tell me some things i can do to secure my credit rating,32
i don't want my current pin for my wells account anymore,40
"how do i change my pin number for my account, please",40
will flight dl123 be on time,80
i need you to cancel my reservation for 5 at red robin,101
take lunch off my calendar on the 3rd,104
who made you up,5
can you translate milk into spanish for me,112
10 minute timer,2
"i'd like to make a reservation at rooth chris, can you do that",84
can you make a phone call to randy,91
check my calendar for saturday,24
set up a reminder that i need to pay my car ins the 23rd,70
i want directions to the closest atm,28
i want to use my card reward points,111
what percentage of gas do i have left,42
can you tell me this vehicles gas type,38
i need to set a reminder to call lisa for her birthday,70
i need your help to pay my gas bill,51
what is 78 times 85,50
set a new reminder for tomorrow at 4am,70
i need to know what ingredients are in a french baguette,76
my luggage is lost i was on delta flight ab123 from detroit,0
i'd like to pay my bill,51
find me someone who can deal with my car's illuminated check engine light,67
i wanna set up a direct deposit for my paycheck,96
what gas does this car need,38
how do i go about changing my insurance to a new low monthly premium plan,62
what is the time frame to get a new card mailed to me,56
how many vacation days are available to me,39
please tell me a really fun fact about facebook,30
which company is responsible for your design,5
tell me the fuel type used by my car,38
"on my list of things to do, add cleaning",17
"erase get a haircut from my to do list, please",17
is fixing mom's kitchen blind on my to do list,53
i would like to try and confirm that i have a reservation at chili's for bart,83
calculate my points for visa,93
this process needs to stop,46
how do i get a w-2,98
would you know where to find my phone,4
"where is the closest chevron gas station in columbus, ohio",28
how much gas is in the tank,42
what would cause my bank account to be frozen,27
what sites are there to see when in evans,29
what is my credit limit on my discover card,115
what does assiduous mean,6
whare the ingredients for the stir fry,76
does kenya have any travel alerts right now,11
what do i pay in taxes,16
lower your volume,66
the intake of calories it it bad,8
where is your family from,64
"sorry, that is not true",41
how can i find my routing number from bank of america,52
what will the low temperatures be over the weekend,47
what is the status of my credit card application,61
where can i find my gas tank,42
cleaning needs to be on my to do list,17
how much do i make,92
i need help figuring out where my phone is,4
how far along is my credit card application,61
what timezone would tampa be in,26
i wanna know my next paycheck,75
flip the coin ai,35
tootles,119
what points were earned on my mastercard,93
can you buy something,7
will you add what i'm listening to to my dinner playlist,55
i think my luggage is lost,0
look for me a table at carl's cabin for twelve at eight,84
please give me the time,94
can you please turn your volume down,66
do you know when my next check is coming,75
how bad is my current credit score,54
would you tell me about your hobbies,74
"is my flight, dl123 on time",80
i need a reminder to remind me to do something,70
"how are you doing today, ai",1
do you know how much i pay in taxes,16
complete a roll on a 4 sided dice,20
please change the pin on my bank of america account to be 1234,40
how do i get a personal w2 form,98
how would i be able to check my kohls rewards card,93
what's the date of my next paycheck,75
have you the time,94
"if i use my card in mexico, will there be added fees",58
"what the heck, where's my luggage!",0
i will be calling hr,91
set my amex pin to 1234,40
how do you do a jump start,102
i am thinking of going to brazil and was wondering if that is hazardous,11
i can't give you an answer to that,57
i gotta know my credit score,54
do i have to be at any meetings today,63
what's the weather today,47
where am i located on the map,14
how can i know my current location,14
add staff meeting to my calendar for march 1 at 10:00 in the morning,104
go ahead and increase the volume to 4 please,66
what are some things you like to do,74
halt that immediately,46
send mom a text asking where are you,107
please add what i listen to to my lolla playlist,55
can you tell me the mane of the song playing,108
when is the next scheduled holiday,59
i used the last check so i want you to help me order more,15
transfer $40 from account a to b,9
create a new text,107
how many dollars can i exchange for 200 pounds,87
include rap god on the motivational playlist,55
show me the reviews for the new jalapeno fries at taco bell,86
you are how old,12
how do i go about resolving my luggage that didn't arrive,0
i would like to know how much fat is in tbsp of olive oil,81
how much did my state taxes change,16
what is the calorie count of a burrito,8
what kind of pets do you own,82
what can i do in nashville,29
"the tasks for today, what are they",53
what's my health plan,48
are you a human or a bot,37
how many calories would i estimate for fettuccine alfredo,8
please tell me the reason for the hold on my bb&t account,27
what animals do you have,82
"from sunday to wednesday, i will be in oakland, so should i call my bank to let them know",117
what do i do to jump start my car,102
let me know the credit limit for my credit card,115
will i be able to increase my credit limit to $1000,10
i need an uber that fits ten people to go to chipotle,23
please give me a suggestion for what to make for dinner,90
i need to know whether you are a cat or dog person,82
what are some good ethiopian restaurants in queens,22
please let me know how much my bills for comcast and sprint total,110
stop the process,46
could you set a timer,2
thanks for that response,78
send me more checkbooks please,15
i need you to let mr miyagi and daniel know where i am,69
help me get an uber to soldier field,23
when will my panam flight be arriving,80
help me get my pay check deposited directly to my home checking account,96
what do you have answers for,31
what's the weather like,47
when's pay day for me,75
i need help to pay my electric bill,51
tell me what my calendar looks like for april 13,24
am i low on gas,42
i need to put in a pto request from the 8th to the 17th of january,45
"good morning, ai",1
delete fries from shopping list,85
give the dice a roll,20
maybe it is,57
"i'm out of cat food, order more",7
will i be charged if i use the card in paris,58
i feel like going out for sushi tonight who in the area serves good sushi,22
how long ago was my car last in the shop,99
how do i change the name you use to address me,89
so how busy is the outback steakhouse at 5 pm,77
who assembled you,5
i'd like to set a new timer,2
ai how are you doing today,1
does my capital one credit card have international transaction fees,58
what are the nutrition facts for peanut butter,81
the plastic numbers on my card are falling off,18
i am looking for good southeast asian restaurants in philadelphia,22
how much fuel do i need to get to buffalo,42
i want the volume at level 4,66
has my day off request been approved or denied yet,3
i just don't know,57
how healthy is grilled chicken,81
please put the meeting with carla on my to do list,17
what is my credit card spending limit,115
can you list off 4 star restaurants,22
when will my new card come in the mail,56
send david my location,69
can you tell me the number of ounces in a quart,44
remove fencing from my calendar for may 7th,104
what is the best thing for me to do to improve my credit score quickly,32
you came from where,64
where should i eat,22
at what time will my flight land,80
do i need to fill up my tires,79
what kind of gas is needed for this car,38
does my bank of the west card have international transaction fees,58
tell me fun facts on science topics,30
the programmer who made you is who,5
would you tell me how old you are,12
was my bank account frozen for a specific reason,27
what ingredients are in tacos,76
can i get my limit increased on my discover card,10
suggest an italian meal to me,90
what paperwork will i need to visit northern ireland,73
tell me today's fun fact,30
how do i say dinner in spanish,112
please put a block on my us bank account immediately,116
how long should i cook a glazed ham,105
please tell me your date of birth,12
what is your name by chance,71
see you around,119
roll a pair of six sided dice,20
call tom,91
can i ask you about anything,31
add this song to travel,55
i need to do something about my dead car battery,102
what weather should i expect,47
what ingredients do i need to bake a cake,76
can you please help me start the car,72
what transactions did i make yesterday at the flea market,100
give me my to-do list,53
i need to know the travel alerts for kenya,11
what is my credit max,115
what song is playing,108
is there someone in the area who can check my engine light since it is on,67
have you heard anything back on my cc application,61
what does distinguish mean,6
could you direct me to any good places in kentucky that serve sushi,22
i need ideas for things to do in nashville,29
will you allow more spending on my visa,10
name a good restaurant near me,22
what's the pizza like around here,90
what time is it in the pacific standard time,94
give jim my gps location,69
tell me a random fact,30
please do me a favor and call brother mario,91
how healthy is pumpkin pie,81
what's the reason for a hold on my wells fargo account,27
what are the best restaurants,22
please tell me how to ask for a taxi in french,112
what's your home country,64
"my luggage is lost, i was on american airlines ab123 out of los angeles",0
how long should i cook the cookie dough,105
greetings to you,1
how can i make changes for my insurance policy,62
play one song forward,113
usd to yen is what right now,87
link up my paycheck for direct deposit to my account at chase,96
can you give me information on how to rent a car,21
i need you to flip a coin,35
where can i get my tires checked and how can i schedule it,67
can you help me figure out how to utilize my credit card points,111
which timezone is france in,26
where the bleep did i put my bleeping phone,4
do i have watering the plants on my to do list,53
who can i rent a car from next month in orlando,21
what is the my comcast bill this month,110
i need you to find my phone,4
flip that dime,35
it could be one or the other,57
quiet now,46
how many days until my next day off,59
that could maybe be it,57
where can i go to eat,22
help me pick a new location to travel to,29
a w2 form can be gotten from where,98
will it be ok to sub turkey for beef,49
is it possible to use starch instead of flour,49
what is life’s meaning,25
would you tell me your name,71
let me know who is your boss,97
how to find lost luggage,0
you must skip this song and play the next one,113
what number of calories are in a pizza,8
what country were you born in,64
tell me something funny about animals,88
what type of gas does my car use,38
can you give me an appraisal of my card's apr,34
are you a pet owner what kind,82
tell me my apr rate,34
what is this song name,108
what is the procedure for signing up for a new allstate plan,62
what is the meaning of supercede,6
is vacuuming on my todo list,53
i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,0
i need to be notified to clean the room,70
who's responsible for your existence,5
who controls you,97
make sure my calendar is clear for june 1,104
do you know why my bank account is frozen,27
how old are you today,12
what steps do i need to do to set up direct deposit,96
what's the required fuel type for my car,38
i want you to add staff meeting to my calendar for march 1 at 10:00 am,104
look up recipe time for this,105
is there a spending limit,115
did i put an item on the calendar to get the dog neutered,24
what other names can i give you,103
i need you to flip a coin so i can make a choice,35
what do people call you,71
how many calories are in an apple,8
how is my calendar looking for may 6th,24
is butter ok to use instead of oil,49
do i have the gas to get to orlando,42
i need a timer set please,2
where are you originally from before coming here,64
i need to transfer my 401 k,109
my credit score is what,54
is an international visa needed to go to cyprus,73
how old are you exactly at the moment,12
locate my phone please,4
is it safe to travel to bermuda,11
what kind of questions may i ask you,31
am i speaking with a real person,37
when will my card come,56
do you mind putting a stop on my bank account,116
tell me the reviews for chipotle,86
show me something funny about food,88
i go by ted,89
i feel like it is time for me to sign up for a new credit card,60
rolls have how many calories,8
"i am needing you to tell me how to get to dallas, texas, by bus",28
i need a pto request put in for the weekend of june 1st to june 2nd,45
your answer pleased me,78
can you tell me how you're doing today,1
could you freeze my account,116
put on my shopping list i need carots,85
do i need a visa to travel to canada,73
i need a bed in brownsburg near walmart from apil 4th until the 5th,118
are there any transaction fee if i use my boston private card in scotland,58
my answer would be maybe,57
i'm pretty sure it could be either,57
i need to know is traveling to france safe,11
can i put in a pto request for august 1st to august 10th,45
what do i do to freeze my account,116
say something hilarious,88
"at which mileage, should i get my oil changed",36
what times are my meetings,63
speak in german,68
how do i convert four inches into centimeters,44
i really must know when should i get my oil changed next,36
can you speak louder,66
add funds to the retirement account from the pnc account only,9
where do i find the routing number for navy federal,52
how much did i earn in income only last year,92
could you hit next,113
how can i say i love you in italy,112
set me up with an uber,23
what food do you need to make lasagna,76
how much money did i spend yesterday,114
tell me the song that is currently playing,108
how can i rent a ride in alaska from march 5th to march 18th,21
suggest a meal from india to me,90
do you know if my vacation request is still pending,3
"revert to your factory settings, please",19
inform me of my credit score,54
do not complete the task that i gave you,46
pay my electric bill from my park bank account,51
please stop talking,46
how long does it take to cook a pork chop,105
what time is my package getting here,13
tell me something interesting about los angeles,30
can i get some funds to pay my utility bill,51
"order some cat for me, i ran out",7
tell me how to go about reporting a damaged card,18
are there any ubers available that fit 5 people we are going to wendys,23
what do i need to do to get my car jump started,102
when do i need to pay the water bil,65
"could you skip to the next song on this playlist, please",113
let me know what today's date is,43
i want to learn the process of changing oil,33
can i increase the credit limit for my western union credit card,10
how do i find information about my credit score,54
explain how to jump a car,102
what should i do now that my car battery is dead,102
can you tell bob and alice where i am,69
what is the weather like in denver,47
what is the remainder of my starbucks rewards balance,93
play the song after this,113
are there any transaction fees associated with my amex card if i am in the uk,58
please turn my fan on,72
i need to add my doctor's appointment to my calendar for the first,104
what kinds of hobbies do you have,74
will i have to wait long for a table at pietro's this evening,77
specify who your boss is,97
list a few pizza places that have seating near my current location,22
how much do i have on credit card bill,110
undo this process,46
"looking at this week only, have i overspent on hoagies",114
i want to freeze my bank account,116
please tell me this month's transactions on my visa,100
how can i increase my aa credit card limit,10
can i substitute vinegar for apple cider vinegar,49
tell me please what paean means,6
i want to know my credit rating,54
any travel alerts for south korea,11
is unleaded ok or should i use premium,38
i need to know my total spending on amazon for november and december 2018,114
i'd like to take a vacation day from 2/24 to 2/25,45
we'd like an uber for 4 to take us to the olive garden,23
are you a real human,37
why are the funds in my bank account frozen,27
i'd like to redeem my credit card points,111
you work for what company or person exactly,97
tell me how many pesos equal 500 dollars,87
what's the news with my delta flight,80
when's the next time my job'll give me a day to myself,59
did i put unpacking groceries on my to do list,53
regards,119
in which area were you made,64
can you confirm my reservation for steve at olive garden,83
do i have tortillas on my shopping list if not please add it,85
alert my bank and let them know that i'm travelling to madrid,117
let me know how the outback steakhouse reviews are,86
please make a report that my card is split,18
can you recommend for me when to next get my oil changed,36
make the volume 4,66
please reset the factory settings,19
"nice talk, talk to you later",119
what was your place of creation,64
tell me where to a w2 form,98
do you prefer cats or dogs,82
how much time does it take to boil an egg,105
what is life all about,25
is flight dl123 delayed,80
give me harry potter trivia,30
is it possible for a hotel to be booked by you for me in afghanistan at the zoo for the 10th to the 15th,118
what is your preferred name,71
can you help me with my pin number,40
can you tell me what day my next paycheck will come,75
it was nice to converse with you,119
tell me when i last had my oil changed,99
where is the closest target,28
does macedonia have any travel alerts i should be aware of,11
i'm lacking vitamins so order me more,7
i need directions to get to olympia by bus,28
can you tell me the location of the nearest bank,28
how healthy is mcdonalds,81
what can you do for me,31
how much have i earned,92
how long does it take to make roast chicken,105
what's my current spending limit,115
give me manual on how to change oil,33
"i will be traveling to rome from february 1 to march 1, please make this aware to my bank",117
please try to confirm my reservation for jim at barney's,83
do we get monday off as a holiday,59
my visa has what limit,115
how much gas do you have will you make it to jackson,42
connect me to bob,91
where is the best winery in the south of france,29
find step by step instructions on how to change my oil,33
hey there fellow,1
how long is the wait at imanas,77
"let's go ahead and scratch laundry off my to do list, please!",17
tell me some trivia about sweat,30
it was great to talk to you,119
tell me the status of my vacation request,3
please freeze my account,116
"i enrolled in an insurance plan, what one was it",48
tell me my credit card apr,34
"can you understand me, if i start talking in italian",68
