Text,Label
i want to travel from atlanta to baltimore early in the morning first flight,5
i am interested in booking an early flight from dallas into houston and returning in the late evening,5
all flights from pittsburgh to dallas round trip after 12 pm less than 100,5
show me all direct flights from dallas fort worth to either san francisco or oakland,5
list all nonstop flights from los angeles to pittsburgh which arrive before 5 pm on tuesday,5
please show me flights available from pittsburgh to atlanta on a weekday,5
what flights are there from milwaukee to phoenix on saturday,5
flight from denver to philadelphia saturday afternoon,5
american flights to houston from cincinnati,5
what types of meals are available,2
display all flights from dallas to boston on july thirtieth,5
flying from pittsburgh to philadelphia on us air,5
show me the flights from denver to philadelphia on a saturday,5
all round trip flights between new york and miami coach fare,5
show me the flights next tuesday between philadelphia and san francisco,5
show me all the flights from boston to denver that serve lunch,5
which airline can fly me from atlanta to denver to san francisco,9
show me all the flights on delta airlines and twa that go to atlanta in the morning,5
what flights depart san francisco after 4 pm and fly to washington via indianapolis,5
please give me flights available from baltimore to philadelphia,5
show me the flights on delta or twa which go through atlanta,5
the earliest flight from boston to san francisco please that will be serving a meal,5
i would like a flight from atlanta to denver,5
show me the flights from boston to pittsburgh,5
i 'd like to have flight from denver to pittsburgh,5
show me the lowest price from dallas to baltimore,5
show me all canadian airlines flights from toronto,5
show me the flights from love field,5
show me all flights from boston to dfw,5
i would like to fly from boston to philadelphia next thursday,5
show me the flights from newark new jersey to ontario international next saturday,5
how many first class flights does delta have today,0
what are the flights from boston to san francisco,5
show me flights to philadelphia coming from baltimore or denver or pittsburgh,5
tell me about flights from toronto to salt lake city,5
what kinds of planes are used by american airlines,8
show me the flights from baltimore to oakland,5
i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston,8
show me all flights from san francisco to boston philadelphia or baltimore,5
list all the flights that fly into general mitchell international,5
show me the flights that go from san diego to newark with one stop in houston,5
please tell me how many nonstop flights there are from boston to atlanta,0
sure i 'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh,8
i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first,5
show me the flights from cleveland to memphis,5
what is the least expensive business class flight between boston and san francisco,5
show flights from philadelphia to boston,5
i need a flight from montreal quebec to san diego california leaving this sunday,5
what flights leave after 7 pm from philadelphia to boston,5
give me the flights and fares on december twenty seventh from orlando to indianapolis airfare,3
what are all the flights available between pittsburgh and dallas fort worth,5
is us air,9
list daily flights from denver to baltimore with first class service,5
what is fare code fn,6
what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,5
i want to travel from philadelphia to boston on wednesday afternoon,5
which flights on northwest and united airlines stop in denver before noon,5
i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you,5
show me all the flights arriving in charlotte around 5 pm next monday please,5
list the flights from philadelphia to san francisco which have a layover in dallas,5
from philadelphia to toronto,5
all flights and fares from dallas,3
find travel arrangements for a round trip flight from baltimore to pittsburgh,5
what are the flights from san francisco to washington dc,5
all flights from boston to philadelphia which show up on tuesday afternoon,5
fly from dallas to baltimore,5
what is the least expensive flight from denver to atlanta,5
flights from atlanta to dallas in the afternoon,5
i would like a nonstop flight from philadelphia to pittsburgh,5
what flights go from boston to san francisco with a stop in dallas,5
show me flights from all airports to love field,5
give me morning flights from atlanta to baltimore,5
show me flights from baltimore to boston,5
what flights go from pittsburgh to newark after 823 in the morning,5
what are connecting flights from chicago to seattle on june first,5
list flights from detroit to san diego on thursday,5
show me the flights available from dallas to baltimore august third,5
does united airlines fly from boston to dallas fort worth,5
what is the cheapest flight from san francisco to pittsburgh on sunday,5
show me the flights from philadelphia to boston,5
what flights do you have between oakland and boston with a stopover in dallas fort worth,5
show me all flights from denver to pittsburgh which serve dinner,5
show me flights from denver to philadelphia,5
shortest flight from boston to philadelphia,5
what is your last trip on august twenty seventh from washington to boston,5
i need a flight from baltimore to seattle that stops in minneapolis,5
i 'd like to take a flight that begins in boston and lands at dallas fort worth but i 'd like to stop over in philadelphia,5
i would like to schedule a flight on american airlines from philadelphia to san francisco that makes a stop in denver,5
do you have flights from st. petersburg to toronto on monday,5
i need a flight after 6 pm on wednesday from oakland to salt lake city,5
flights from pittsburgh to baltimore between 10 am and 2 pm,5
please show me the flights from denver to baltimore between 10 am and 2 pm,5
can you list all flights from chicago to milwaukee,5
what are the flights on january first 1992 from boston to san francisco,5
what 's the cheapest flight from denver to pittsburgh for both one way and round trip flights,5
what afternoon flights are available from atlanta to san francisco,5
i 'd like the earliest flight from dallas to boston,5
i want to fly from baltimore to philadelphia,5
can you list all flights from toronto to san diego,5
i am interested in a flight on an aircraft number 727 i would like to go from washington to atlanta,5
which airlines have flights between charlotte and newark,9
what flights return from denver to philadelphia on a saturday,5
what are the flights between dallas and pittsburgh on july eight,5
list the earliest flights from st. paul to houston,5
we 're going from denver to san francisco,5
show me all all flights from pittsburgh to atlanta on wednesday which leave before noon and serve breakfast,5
does midwest express serve charlotte,5
i would like the cheapest flight from boston to san francisco,5
i need a flight to seattle leaving from baltimore making a stop in minneapolis,5
show me the daily flight schedule between boston and pittsburgh,5
what is fare code f,6
show me the cities served by nationair,10
find travel arrangements for a one way flight from san francisco to dallas,5
what is the earliest flight you have that leaves philadelphia to dallas,5
i need to fly from boston to denver this monday,5
what is mco,6
flights from cleveland to kansas city,5
show me the type of aircraft that cp uses,8
give me the flights from salt lake city to new york city arriving before 6 pm,5
i want a flight between oakland and boston that arrives before 5 pm,5
show me all the flights from new york to milwaukee,5
information on flights from pittsburgh to san francisco,5
what flights are there from minneapolis to chicago,5
which cities does united airlines service,10
how many flights does each airline have with first class service,0
show me the flights from denver to westchester county,5
show me flights from boston to washington leaving july fifteen,5
how many passengers fit on a d9s,7
give me a flight from tampa to charlotte on sunday,5
baltimore to philadelphia wednesday,5
i want to fly from denver to san francisco,5
what flights go from san francisco to washington via indianapolis,5
what flights go from pittsburgh to denver after 2 pm,5
show me all the lufthansa flights between philadelphia and denver,5
what is hp,6
what are the cheapest round trip flights from denver to atlanta,5
hi i need to go from newark to nashville on american airlines leaving around 630 pm,5
show me flights from denver to philadelphia on a monday,5
hi i 'd like to fly from columbus to phoenix and make a stop in cincinnati along the way,5
flights from pittsburgh to baltimore between 10 am and 2 pm,5
what does the fare code qw mean,6
list all the airlines flying between washington and denver,9
i want the cheapest flight from pittsburgh to atlanta,5
looking for a flight to salt lake city,5
i need to fly from nashville to tacoma first thing in the morning what is there,5
flights from montreal,5
get me a first class flight on american to san francisco on tuesday next week,5
what nonstop flights between atlanta and washington leave atlanta after 6 o'clock pm,5
does flight dl 323 dl 229 from boston to denver stop in philadelphia,5
i 'd like to fly from philadelphia to dallas through atlanta,5
i would like to find the least expensive flight from boston to denver,5
please list the tuesday flights from atlanta to st. louis,5
what are the coach flights between dallas and baltimore leaving august tenth and returning august twelve,5
what flights do you have today from san francisco to pittsburgh,5
what does flight code us mean,5
does eastern have an early afternoon flight from boston to san francisco,5
what is the earliest flight from boston to san francisco,5
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,5
show me all flights from new york to miami leaving on a tuesday,5
which united airlines flights go through denver,5
what flights go from tampa to charlotte on sunday,5
find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,5
all right what do you have from oakland to philadelphia on wednesday,5
okay on tuesday june first i 'd like to go from phoenix to detroit in the late afternoon,5
list airlines serving between denver and san francisco,9
what airline stands for hp,9
could you please show me all flights from charlotte to milwaukee,5
philadelphia to san francisco,5
how many first class flights does delta airlines have,0
show me all flights from phoenix to milwaukee on wednesday,5
show me all flights from montreal to nashville,5
i would like to fly from salt lake city back to st. petersburg on wednesday,5
show me the flights from san diego to newark,5
show me flights going from boston to denver arriving on wednesday morning,5
list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,5
what first class flights are available on july twenty fifth 1991 from denver to baltimore,5
show all flights from denver to san francisco,5
show me the airlines from love field,9
hello i would like to plan a flight on american airlines from boston to denver,5
what flights from pittsburgh to newark after 1020 pm,5
what delta flights are available from pittsburgh to san francisco,5
what does hou mean,6
i want to travel from washington dc to philadelphia on tuesday morning,5
i want to fly from atlanta to philadelphia nonstop,5
show me all flights between san francisco and philadelphia for september fifteenth,5
are there any flights from pittsburgh to boston that leave between noon and 5 o'clock,5
flights from pittsburgh to baltimore arriving between 4 and 5 pm,5
okay could you tell me what flight leaves dallas to san francisco by united airline,5
please show me flights from boston to denver with a stopover in philadelphia,5
give me flights from pittsburgh to baltimore,5
show me flights from denver to washington dc on a wednesday,5
list all flights from chicago to seattle on continental which depart on saturday and serve meals,5
what airlines fly between atlanta and san francisco,9
list daily flights from atlanta to denver,5
newark to cleveland daily,5
san francisco to denver tuesday,5
on continental flight 1765 from boston to san francisco what type of meal is served,5
show me all flights from san diego to new york nonstop,5
show me one way flights from milwaukee to orlando wednesday,5
flights from denver to chicago on sunday on continental,5
i need a flight from boston to pittsburgh,5
i 'd like an early morning weekday flight from san diego to phoenix,5
show me all flights with fares from pittsburgh to san francisco,5
show me a list of flights on july twenty second leaving dc to dallas leaving dc after 6 pm,5
what flights has continental from atlanta,5
show me all the flights between oakland and denver,5
show me all flights from pittsburgh to atlanta,5
what is the number of first class flights on american airlines,11
first flights from pittsburgh to atlanta on a thursday,5
show me all daily flights from milwaukee to orlando,5
hi i need to go from cincinnati to san jose california after 6 pm on saturday,5
is there an atlanta flight to denver connecting,5
what 's the cheapest flight from pittsburgh to san francisco on friday,5
show me all the cities that midwest express serves,10
show me all flights from denver or philadelphia or pittsburgh to baltimore,5
show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,5
i 'd like to fly from columbus to nashville tomorrow morning,5
show me flights leaving from baltimore to dallas,5
i would like to fly from denver to boston,5
what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday,8
all flights from washington dc to san francisco after 5 pm on november twelfth economy class,5
what is the first flight that goes from atlanta to baltimore that serves breakfast,5
what are the flights from denver to baltimore on united airlines,5
please list all northwest flights into denver,5
show me all flights from ontario to tacoma one way,5
what northwest flights stop in denver,5
what is the type of aircraft for united flight 21,8
list the flights from san francisco to philadelphia on american airlines,5
name the earliest flight from boston to san francisco,5
is there a delta flight from boston to denver,5
flight information from pittsburgh to denver,5
flight from milwaukee to denver,5
what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,5
show me the flights from philadelphia to baltimore,5
i need a connecting flight on continental on june fifth from chicago to seattle,5
what are all monday flights from denver to san francisco on united airlines,5
what is the cheapest flight on american airlines from cleveland to miami,5
flights from pittsburgh to baltimore arriving between 4 and 5 pm,5
how many nonstop flights going from dallas to oakland july twenty seventh,0
show me all the direct flights from baltimore to atlanta,5
what is the most expensive flight from dallas to baltimore,5
i need to know if there are any direct flights from st. petersburg florida to tacoma washington leaving preferably tomorrow morning,5
my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,5
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,3
i need to take ten people from denver to san diego with a stopover in phoenix please give me the flights,5
i want a flight from san diego to indianapolis that leaves tuesday afternoon,5
please show me airlines with round trip flights from boston to denver stop philadelphia,9
please show me flights from dallas fort worth to atlanta on monday,5
show me the flights from dallas to baltimore with a fare of 415 dollars,5
i 'd like to know the shortest trip between boston and san francisco,5
please list all the flights from boston to denver which serve meals,5
what type of aircraft is used on the first flight from philadelphia to dallas in the morning,8
flight from long beach to columbus on twenty seventh,5
what flights are there between washington dc and san francisco leaving washington after 6 pm on wednesday,5
i 'd like to fly from atlanta to denver on august twenty ninth,5
what is the latest us air flight leaving philadelphia and returning to boston,5
i would like to make a reservation for a flight to denver from philadelphia on this coming sunday,5
does any airline have an early afternoon flight from boston to denver,9
show me flights from baltimore to dallas,5
please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston,9
shortest evening flight from tampa to cincinnati,5
is there any flight leaving washington around 3 o'clock for denver,5
give me a list of the morning flights from atlanta to boston,5
show me the flights from pittsburgh to baltimore arriving in baltimore on june fourteenth,5
please list all airline flights between denver and boston,9
now i need flights leaving denver in the afternoon on wednesday and arriving in san francisco,5
i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,5
list all american airlines flights from phoenix to milwaukee on wednesday,5
from toronto to atlanta in the afternoon,5
what flights from atlanta to st. louis on tuesday arriving around 230 pm,5
please give me all the flights from long beach california to memphis tennessee,5
show me flights from baltimore to philadelphia,5
what flights does american airlines fly from philadelphia to dallas,5
what are the least expensive flights from denver to atlanta,5
show me flights from atlanta to baltimore,5
show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,5
what airlines from washington dc to columbus,9
what are all flights from philadelphia to denver on wednesdays,5
is there a flight from atlanta to san francisco that stops over in denver,5
show me the flights from baltimore to boston,5
looking for a flight from dc to minnesota,5
show me the latest flight from las vegas to denver,5
what flights from st. paul to kansas city on friday with lunch served,5
tell me the flights from baltimore to dallas,5
what is the earliest flight departing san francisco and arriving in oakland on november eighth,5
how do i get from pittsburgh airport to downtown pittsburgh,5
flights from cleveland to miami,5
i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights,5
i need a flight from los angeles to charlotte today,5
what does ewr mean,6
what 's the cheapest one way flight from oakland to boston,5
show flights first class on american airlines between dallas and philadelphia,5
show me one way flights from tampa to st. louis departing before 10 am,5
what flights from kansas city to atlanta arriving before 10 am on monday,5
i want a flight from atlanta to washington that leaves after 3 pm,5
i need a flight from boston to denver,5
i 'd like a flight from montreal to san diego for sunday,5
show me the flights from oakland to washington,5
i 'd like a nonstop flight from atlanta to baltimore that gets in around 7 pm,5
list the flights arriving in boston from atlanta on august fifth,5
i want a flight from denver to atlanta,5
what does code yn mean,6
show me flights from pittsburgh to san francisco on monday,5
what is the first flight that travels from atlanta to baltimore that serves lunch,5
i need a flight from new york city to montreal thursday may six,5
does twa have a flight from indianapolis to houston arriving at 11 am,5
i 'm trying to fly from denver to boston and i want a flight that serves a meal,5
i 'd like a return flight from baltimore to boston,5
does american airlines offer a flight from boston to oakland which stops in denver,5
show me the flights from boston to san francisco stopping in dallas on american airlines,5
list flights from boston to pittsburgh leaving early in the morning on august sixth,5
what flights from montreal to las vegas on saturday,5
i would like to fly from pittsburgh to atlanta,5
on april eighth i would like to book a flight from charlotte to baltimore,5
what are the flights from boston to washington on october fifteenth 1991,5
what airlines leave from washington,9
please give me the flights available from boston to pittsburgh on wednesday of next week,5
i 'd like a flight from baltimore to boston as early in the morning as i can,5
show me all flights from denver to philadelphia on saturday after sunday which leave after noon,5
list the flights between san jose and houston,5
what are the nonstop flights on america west or southwest air from kansas city to burbank on saturday may twenty two,5
information on flights from denver to philadelphia,5
what is mco,6
thank you for that information now i would like to book a flight from philadelphia to boston on the night of april sixteen around 9 o'clock,5
list all flights from pittsburgh to philadelphia,5
what are the flights from boston to san francisco,5
show flights from pittsburgh into san francisco arriving after 12 noon,5
i 'd like a united airlines flight on wednesday from san francisco to boston,5
show me the flights from denver to philadelphia and the flights from pittsburgh to philadelphia,5
show me the morning flights from boston to philadelphia,5
show me the flights from boston to pittsburgh next wednesday night after 6 o'clock,5
what afternoon flights are available from pittsburgh to atlanta on a weekday,5
could you show me all flights from montreal to charlotte,5
list nonstop flights from baltimore washington airport to oakland that depart in the afternoon,5
show me all the flights to baltimore after 6 o'clock pm,5
flights from baltimore to dallas,5
are there any flights on us air from pittsburgh to atlanta on wednesday,5
show me the latest flight to love field,5
and flight from oakland to boston leaving after midnight,5
show all monday flights from san francisco to pittsburgh,5
do you have any direct flights from pittsburgh to atlanta,5
show me the flights on delta from atlanta in the morning,5
show me the last flight on wednesday from atlanta to denver,5
i would like a flight from washington to boston on august twentieth at 324 pm,5
i need a flight from san francisco to philadelphia,5
show me all the northwest flights from new york to milwaukee that leave at 720 am,5
what 's the earliest flight leaving denver for pittsburgh,5
please show me flights from san francisco to dallas,5
phoenix to newark on wednesday,5
what are the flights from boston to san francisco,5
tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,5
i need the flights that leave denver after 7 pm next monday and fly to pittsburgh,5
i 'd like to know the information from boston to philadelphia nonstop,5
i would like information on flights from philadelphia to oakland california on friday afternoon,5
show me the flights from baltimore to dallas,5
what is fare code c,6
display types of aircraft departing from cleveland to dallas before noon,8
which airlines fly between boston and pittsburgh,9
please show all flights from philadelphia to denver airport next sunday,5
what does restriction ap 80 mean,6
show me all flights from pittsburgh to boston which leave before noon,5
is there an airline that has a flight from philadelphia to san francisco with a stop in dallas,9
what flights from tampa to cincinnati,5
flights from houston to los angeles departing after 1026,5
i would like a flight from denver to pittsburgh,5
i 'd like an early flight tomorrow from columbus to nashville,5
please list the flights leaving from st. louis to st. paul after 10 am,5
show me flights from new york to miami on a tuesday with a round trip fare less than 466 dollars,5
do you have a united flight from boston to washington,5
i need a flight from cincinnati to san jose leaving after 6 in the evening,5
show me flights from dallas to san francisco on wednesdays,5
nonstop flights seattle to boston,5
give me all nonstops from new york city to las vegas that arrive on a sunday,5
show me flights from philadelphia to baltimore,5
i want a flight from philadelphia to dallas that at least has one stop,5
what flights are there from dallas to houston,5
what are the classes of service on lufthansa,5
show me the flights from san francisco to washington dc,5
show me all the flights from columbus to baltimore,5
what airlines are ac and as,9
flights from phoenix to las vegas,5
i want to go and take a plane in atlanta and fly to boston,8
are there any direct flights from atlanta to philadelphia arriving in philadelphia about 12 noon,5
what are the flights available after 6 pm between san francisco and boston,5
do you have any flights from denver to baltimore via dallas,5
which flights go from pittsburgh to atlanta in the evening,5
morning flight from oakland to dallas,5
what flights from washington to toronto,5
what 's the earliest flight from atlanta to boston,5
what flights go from newark to boston after 5 pm,5
list all the takeoffs and landings at general mitchell international,5
i would like to fly us air from orlando to cleveland in the late evening what do you have available,5
are there any flights from boston to san francisco which stop in denver,5
can you list all flights from washington to toronto,5
i would like to travel from boston to denver,5
what is the fare code y and what is the fare code h,6
i 'd like to fly from boston to san francisco could you find me the cheapest fare,5
what does fare code y mean,6
i 'd like to see the flights from pittsburgh to philadelphia,5
flight from denver to philadelphia,5
flights from milwaukee to orlando one way,5
what flights are provided by american airlines,5
show me the flights from san francisco to boston on august thirty first,5
please list the flights from new york to los angeles,5
i want to go from denver to oakland,5
how many first class flights does united have leaving from all cities today,0
american flights from cincinnati to salt lake city,5
i would like to book a flight from charlotte to baltimore on april eighth,5
show me all flights from milwaukee to orlando one way,5
what is restriction ap 57,6
